ward_code,hour,base_risk_score,time_multiplier,risk_score,risk_score_noisy
D,3,0.512544140406907,0.7692307692307692,0.3942647233899284,0.4189217985211851
D,4,0.512544140406907,0.6230769230769231,0.31935442594584207,0.3219658379929872
D,5,0.512544140406907,0.6346153846153846,0.32526839679669095,0.31629817628271495
D,6,0.512544140406907,0.6884615384615383,0.3528669274339859,0.355619750730051
D,7,0.512544140406907,0.8076923076923076,0.41397795955942485,0.3543508921213981
D,8,0.512544140406907,0.8653846153846153,0.4435478138136695,0.4369576571785441
D,9,0.512544140406907,1.0576923076923077,0.5421139946611516,0.552827371806504
D,10,0.512544140406907,1.2038461538461538,0.617024292105238,0.6613611134474835
D,11,0.512544140406907,1.3307692307692307,0.6820779714645762,0.6665298649163668
D,12,0.512544140406907,1.196153846153846,0.6130816448713386,0.5888268367845431
D,13,0.512544140406907,1.1076923076923075,0.5677412016814969,0.5526884903739608
D,14,0.512544140406907,1.0269230769230768,0.5263434057255545,0.5538054692566167
D,15,0.512544140406907,0.9807692307692308,0.5026875223221589,0.5125500556119494
D,16,0.512544140406907,1.0692307692307692,0.5480279655120005,0.5321351593989894
D,17,0.512544140406907,1.1115384615384614,0.5697125252984465,0.5851105482918472
D,18,0.512544140406907,1.1692307692307693,0.5992823795526913,0.6021947060331325
D,19,0.512544140406907,1.1230769230769229,0.5756264961492954,0.6046858458652821
D,20,0.512544140406907,1.1423076923076922,0.5854831142340438,0.5644215214177232
D,21,0.512544140406907,1.1230769230769229,0.5756264961492954,0.5657966317513623
D,22,0.512544140406907,1.1115384615384614,0.5697125252984465,0.5579492807044818
D,23,0.512544140406907,1.0038461538461538,0.5145154640238566,0.47061001557989307
E,0,0.4418912210099402,0.9980769230769232,0.4410414302003058,0.4499250385122431
E,1,0.4418912210099402,0.9865384615384616,0.43594268534249875,0.4437743435078954
E,2,0.4418912210099402,0.8846153846153846,0.3909037724318702,0.391057176131144
E,3,0.4418912210099402,0.7692307692307692,0.33991632385380016,0.33287870985254575
E,4,0.4418912210099402,0.6230769230769231,0.2753322223215781,0.23287110006006567
E,5,0.4418912210099402,0.6346153846153846,0.28043096717938515,0.26781160749642435
E,6,0.4418912210099402,0.6884615384615383,0.3042251098491511,0.293943674353348
E,7,0.4418912210099402,0.8076923076923076,0.35691214004649013,0.3328438219698416
E,8,0.4418912210099402,0.8653846153846153,0.38240586433552515,0.37756729298554487
E,9,0.4418912210099402,1.0576923076923077,0.46738494529897523,0.47950647100341137
E,10,0.4418912210099402,1.2038461538461538,0.5319690468311973,0.5885546238675132
E,11,0.4418912210099402,1.3307692307692307,0.5880552402670742,0.5932925746520294
E,12,0.4418912210099402,1.196153846153846,0.5285698835926591,0.536296395314342
E,13,0.4418912210099402,1.1076923076923075,0.4894795063494722,0.48724612887648716
E,14,0.4418912210099402,1.0269230769230768,0.45378829234482315,0.3962251558858519
E,15,0.4418912210099402,0.9807692307692308,0.43339331291359523,0.4325978966501187
E,16,0.4418912210099402,1.0692307692307692,0.4724836901567822,0.474290596455013
E,17,0.4418912210099402,1.1115384615384614,0.49117908796874116,0.5650763513432997
E,18,0.4418912210099402,1.1692307692307693,0.5166728122577763,0.5109019833143426
E,19,0.4418912210099402,1.1230769230769229,0.49627783282654814,0.5053242530965565
E,20,0.4418912210099402,1.1423076923076922,0.5047757409228932,0.503734387831736
E,21,0.4418912210099402,1.1230769230769229,0.49627783282654814,0.46121749169796217
E,22,0.4418912210099402,1.1115384615384614,0.49117908796874116,0.5254637724041917
E,23,0.4418912210099402,1.0038461538461538,0.4435908026292092,0.46614879360981243
F/S,0,0.26812300296021596,0.9980769230769232,0.2676073818006771,0.2913383402119685
F/S,1,0.26812300296021596,0.9865384615384616,0.26451365484344386,0.23723203119960168
F/S,2,0.26812300296021596,0.8846153846153846,0.23718573338788335,0.2792695627159663
F/S,3,0.26812300296021596,0.7692307692307692,0.20624846381555073,0.1641929319317823
F/S,4,0.26812300296021596,0.6230769230769231,0.1670612556905961,0.1846669685046042
F/S,5,0.26812300296021596,0.6346153846153846,0.17015498264782936,0.2358686514221287
F/S,6,0.26812300296021596,0.6884615384615383,0.18459237511491788,0.15487628536099723
F/S,7,0.26812300296021596,0.8076923076923076,0.21656088700632825,0.1995719551182451
F/S,8,0.26812300296021596,0.8653846153846153,0.23202952179249456,0.2350190627451238
F/S,9,0.26812300296021596,1.0576923076923077,0.2835916377463823,0.2684873681228963
F/S,10,0.26812300296021596,1.2038461538461538,0.3227788458713369,0.2762589429393529
F/S,11,0.26812300296021596,1.3307692307692307,0.35680984240090274,0.35886673164508354
F/S,12,0.26812300296021596,1.196153846153846,0.3207163612331813,0.28884724982139814
F/S,13,0.26812300296021596,1.1076923076923075,0.296997787894393,0.31120556081344847
F/S,14,0.26812300296021596,1.0269230769230768,0.2753416991937602,0.24775897216674614
F/S,15,0.26812300296021596,0.9807692307692308,0.2629667913648272,0.30946482351535337
F/S,16,0.26812300296021596,1.0692307692307692,0.2866853647036155,0.2631877659335284
F/S,17,0.26812300296021596,1.1115384615384614,0.29802903021347077,0.2883671847273005
F/S,18,0.26812300296021596,1.1692307692307693,0.31349766499963716,0.33790318152072724
F/S,19,0.26812300296021596,1.1230769230769229,0.301122757170704,0.2641968276776854
F/S,20,0.26812300296021596,1.1423076923076922,0.30627896876609284,0.3131027668042167
F/S,21,0.26812300296021596,1.1230769230769229,0.301122757170704,0.34033703979917684
F/S,22,0.26812300296021596,1.1115384615384614,0.29802903021347077,0.24980453317663395
F/S,23,0.26812300296021596,1.0038461538461538,0.2691542452792937,0.2746932610352628
G/S,0,0.43371409524599336,0.9980769230769232,0.43288002967821265,0.44067651350566533
G/S,1,0.43371409524599336,0.9865384615384616,0.4278756362715281,0.4513303224248474
G/S,2,0.43371409524599336,0.8846153846153846,0.383670161179148,0.3465616398528055
G/S,3,0.43371409524599336,0.7692307692307692,0.33362622711230255,0.29401252871977424
G/S,4,0.43371409524599336,0.6230769230769231,0.2702372439609651,0.28589549092947203
G/S,5,0.43371409524599336,0.6346153846153846,0.2752416373676496,0.2841511775646452
G/S,6,0.43371409524599336,0.6884615384615383,0.2985954732655108,0.3061102587758871
G/S,7,0.43371409524599336,0.8076923076923076,0.3503075384679177,0.36070098475282697
G/S,8,0.43371409524599336,0.8653846153846153,0.37532950550134037,0.35492876385398564
G/S,9,0.43371409524599336,1.0576923076923077,0.45873606227941605,0.46570367319424616
G/S,10,0.43371409524599336,1.2038461538461538,0.5221250454307536,0.5309172196297139
G/S,11,0.43371409524599336,1.3307692307692307,0.5771733729042834,0.5557428303634924
G/S,12,0.43371409524599336,1.196153846153846,0.5187887831596304,0.5747620184939731
G/S,13,0.43371409524599336,1.1076923076923075,0.48042176704171563,0.49463675466906926
G/S,14,0.43371409524599336,1.0269230769230768,0.4453910131949239,0.40965190827884446
G/S,15,0.43371409524599336,0.9807692307692308,0.4253734395681858,0.44507004782720067
G/S,16,0.43371409524599336,1.0692307692307692,0.46374045568610056,0.4345000055792809
G/S,17,0.43371409524599336,1.1115384615384614,0.48208989817727715,0.5057024362895507
G/S,18,0.43371409524599336,1.1692307692307693,0.5071118652107,0.5418697325809221
G/S,19,0.43371409524599336,1.1230769230769229,0.48709429158396167,0.46247382203341036
G/S,20,0.43371409524599336,1.1423076923076922,0.4954349472617693,0.5243362311390989
G/S,21,0.43371409524599336,1.1230769230769229,0.48709429158396167,0.4994777193920566
G/S,22,0.43371409524599336,1.1115384615384614,0.48208989817727715,0.5067517029771118
G/S,23,0.43371409524599336,1.0038461538461538,0.4353822263815549,0.4922860158611733
F/N,0,0.4585910982660857,0.9980769230769232,0.4577091923078817,0.4503475488277956
F/N,1,0.4585910982660857,0.9865384615384616,0.4524177565586576,0.42980567162793293
F/N,2,0.4585910982660857,0.8846153846153846,0.405676740773845,0.37899130788507934
F/N,3,0.4585910982660857,0.7692307692307692,0.35276238328160436,0.3282880747326412
F/N,4,0.4585910982660857,0.6230769230769231,0.2857375304580995,0.28342447917567637
F/N,5,0.4585910982660857,0.6346153846153846,0.2910289662073236,0.30126352545182294
F/N,6,0.4585910982660857,0.6884615384615383,0.31572233303703584,0.3240230570169364
F/N,7,0.4585910982660857,0.8076923076923076,0.37040050244568457,0.39521599991676526
F/N,8,0.4585910982660857,0.8653846153846153,0.39685768119180487,0.39724773794814205
F/N,9,0.4585910982660857,1.0576923076923077,0.48504827701220604,0.5286542993269255
F/N,10,0.4585910982660857,1.2038461538461538,0.5520731298357108,0.5441334248385721
F/N,11,0.4585910982660857,1.3307692307692307,0.6102789230771756,0.6918839980748641
F/N,12,0.4585910982660857,1.196153846153846,0.5485455060028946,0.5673155264358448
F/N,13,0.4585910982660857,1.1076923076923075,0.5079778319255103,0.4822631052330218
F/N,14,0.4585910982660857,1.0269230769230768,0.4709377816809418,0.43881100673910844
F/N,15,0.4585910982660857,0.9807692307692308,0.4497720386840456,0.4642462111413411
F/N,16,0.4585910982660857,1.0692307692307692,0.49033971276143007,0.48363582920165454
F/N,17,0.4585910982660857,1.1115384615384614,0.5097416438419182,0.531161658664681
F/N,18,0.4585910982660857,1.1692307692307693,0.5361988225880386,0.550395951325245
F/N,19,0.4585910982660857,1.1230769230769229,0.5150330795911423,0.5128482122114362
F/N,20,0.4585910982660857,1.1423076923076922,0.5238521391731825,0.4984483276311304
F/N,21,0.4585910982660857,1.1230769230769229,0.5150330795911423,0.46958766285056636
F/N,22,0.4585910982660857,1.1115384615384614,0.5097416438419182,0.4963461952799076
F/N,23,0.4585910982660857,1.0038461538461538,0.4603549101824937,0.48604687401219787
G/N,0,0.7877790775704367,0.9980769230769232,0.7862641178058783,0.7926869301297844
G/N,1,0.7877790775704367,0.9865384615384616,0.7771743592185271,0.7398021958571674
G/N,2,0.7877790775704367,0.8846153846153846,0.6968814916969248,0.7020769194724603
G/N,3,0.7877790775704367,0.7692307692307692,0.6059839058234129,0.617543427215278
G/N,4,0.7877790775704367,0.6230769230769231,0.49084696371696446,0.46433124063093045
G/N,5,0.7877790775704367,0.6346153846153846,0.49993672230431563,0.5045484754826814
G/N,6,0.7877790775704367,0.6884615384615383,0.5423555957119545,0.5441018572653344
G/N,7,0.7877790775704367,0.8076923076923076,0.6362831011145834,0.6019939921796648
G/N,8,0.7877790775704367,0.8653846153846153,0.6817318940513394,0.6924655148617879
G/N,9,0.7877790775704367,1.0576923076923077,0.8332278705071927,0.8500514062982397
G/N,10,0.7877790775704367,1.2038461538461538,0.9483648126136411,0.9808563499088995
G/N,11,0.7877790775704367,1.3307692307692307,1.0483521570745042,1.0799662186355514
G/N,12,0.7877790775704367,1.196153846153846,0.9423049735554069,0.9009748925166942
G/N,13,0.7877790775704367,1.1076923076923075,0.8726168243857144,0.8444820731882607
G/N,14,0.7877790775704367,1.0269230769230768,0.8089885142742561,0.8244395722905159
G/N,15,0.7877790775704367,0.9807692307692308,0.7726294799248514,0.7880430584522177
G/N,16,0.7877790775704367,1.0692307692307692,0.8423176290945439,0.8577690596837253
G/N,17,0.7877790775704367,1.1115384615384614,0.8756467439148314,0.9912286886344731
G/N,18,0.7877790775704367,1.1692307692307693,0.9210955368515876,0.9382222521723826
G/N,19,0.7877790775704367,1.1230769230769229,0.8847365025021826,0.9188034717076006
G/N,20,0.7877790775704367,1.1423076923076922,0.899886100147768,0.9285061530525641
G/N,21,0.7877790775704367,1.1230769230769229,0.8847365025021826,0.9042782400413566
G/N,22,0.7877790775704367,1.1115384615384614,0.8756467439148314,0.8661886665756211
G/N,23,0.7877790775704367,1.0038461538461538,0.7908089970995538,0.8135780737143518
N,0,0.09240565107983485,0.9980769230769232,0.09222794790468133,0.06904319146855419
N,1,0.09240565107983485,0.9865384615384616,0.09116172885376016,0.08405717065155989
N,2,0.09240565107983485,0.8846153846153846,0.08174346057062314,0.06718255413575003
N,3,0.09240565107983485,0.7692307692307692,0.07108127006141142,0.0735374942430011
N,4,0.09240565107983485,0.6230769230769231,0.057575828749743256,0.1270155857499485
N,5,0.09240565107983485,0.6346153846153846,0.05864204780066442,0.0026240920229119793
N,6,0.09240565107983485,0.6884615384615383,0.06361773670496322,0.08420554241619863
N,7,0.09240565107983485,0.8076923076923076,0.07463533356448199,0.026253857428792438
N,8,0.09240565107983485,0.8653846153846153,0.07996642881908785,0.06580847284540484
N,9,0.09240565107983485,1.0576923076923077,0.09773674633444071,0.1304052642434617
N,10,0.09240565107983485,1.2038461538461538,0.11124218764610888,0.11317058821897276
N,11,0.09240565107983485,1.3307692307692307,0.12297059720624176,0.09063825386836258
N,12,0.09240565107983485,1.196153846153846,0.11053137494549474,0.08907226366769569
N,13,0.09240565107983485,1.1076923076923075,0.10235702888843244,0.12274496135647271
N,14,0.09240565107983485,1.0269230769230768,0.09489349553198424,0.07298249658047015
N,15,0.09240565107983485,0.9807692307692308,0.09062861932829958,0.09712237701575882
N,16,0.09240565107983485,1.0692307692307692,0.09880296538536187,0.10017012058247629
N,17,0.09240565107983485,1.1115384615384614,0.10271243523873949,0.08316442481056498
N,18,0.09240565107983485,1.1692307692307693,0.10804353049334538,0.17236185317310515
N,19,0.09240565107983485,1.1230769230769229,0.10377865428966065,0.12279622495920099
N,20,0.09240565107983485,1.1423076923076922,0.10555568604119596,0.044801408441467745
N,21,0.09240565107983485,1.1230769230769229,0.10377865428966065,0.10937228373274348
N,22,0.09240565107983485,1.1115384615384614,0.10271243523873949,0.08285884129568785
N,23,0.09240565107983485,1.0038461538461538,0.0927610574301419,0.11833405747402861
R/C,0,0.042174557119653525,0.9980769230769232,0.04209345220211574,0.018317830049134717
R/C,1,0.042174557119653525,0.9865384615384616,0.04160682269688896,0.03816472945288199
R/C,2,0.042174557119653525,0.8846153846153846,0.03730826206738581,0.05245788043679952
R/C,3,0.042174557119653525,0.7692307692307692,0.032441967015118096,0.05841462284022174
R/C,4,0.042174557119653525,0.6230769230769231,0.026277993282245657,0.0
R/C,5,0.042174557119653525,0.6346153846153846,0.02676462278747243,0.016729585712243977
R/C,6,0.042174557119653525,0.6884615384615383,0.029035560478530693,0.014787201143702008
R/C,7,0.042174557119653525,0.8076923076923076,0.034064065365873995,0.01446418838866264
R/C,8,0.042174557119653525,0.8653846153846153,0.03649721289200786,0.08946084010044075
R/C,9,0.042174557119653525,1.0576923076923077,0.04460770464578738,0.056757155974616044
R/C,10,0.042174557119653525,1.2038461538461538,0.05077167837865982,0.012945159748608465
R/C,11,0.042174557119653525,1.3307692307692307,0.0561246029361543,0.08366046134779759
R/C,12,0.042174557119653525,1.196153846153846,0.05044725870850863,0.11411194461888763
R/C,13,0.042174557119653525,1.1076923076923075,0.04671643250177005,0.07769039031830446
R/C,14,0.042174557119653525,1.0269230769230768,0.04331002596518265,0.0
R/C,15,0.042174557119653525,0.9807692307692308,0.041363507944275575,0.026836485758288037
R/C,16,0.042174557119653525,1.0692307692307692,0.04509433415101415,0.08310166862661283
R/C,17,0.042174557119653525,1.1115384615384614,0.04687864233684564,0.02564855836828222
R/C,18,0.042174557119653525,1.1692307692307693,0.04931178986297951,0.06262637270736636
R/C,19,0.042174557119653525,1.1230769230769229,0.04736527184207241,0.07060429344495252
R/C,20,0.042174557119653525,1.1423076923076922,0.04817632101745037,0.02036840687010788
R/C,21,0.042174557119653525,1.1230769230769229,0.04736527184207241,0.04557951116021841
R/C,22,0.042174557119653525,1.1115384615384614,0.04687864233684564,0.0
R/C,23,0.042174557119653525,1.0038461538461538,0.04233676695472911,0.011605137714700418
S,0,0.20335219803426144,0.9980769230769232,0.2029611361149648,0.19538409157317
S,1,0.20335219803426144,0.9865384615384616,0.20061476459918484,0.16318126914023937
S,2,0.20335219803426144,0.8846153846153846,0.17988848287646203,0.2288608219944111
S,3,0.20335219803426144,0.7692307692307692,0.15642476771866262,0.11352052637984364
S,4,0.20335219803426144,0.6230769230769231,0.12670406185211674,0.11350272725120723
S,5,0.20335219803426144,0.6346153846153846,0.12905043336789668,0.13297265068647943
S,6,0.20335219803426144,0.6884615384615383,0.14000016710820304,0.18323836578018649
S,7,0.20335219803426144,0.8076923076923076,0.16424600610459575,0.12117014156921257
S,8,0.20335219803426144,0.8653846153846153,0.17597786368349547,0.21087277624814427
S,9,0.20335219803426144,1.0576923076923077,0.21508405561316113,0.21539104744374873
S,10,0.20335219803426144,1.2038461538461538,0.24480476147970703,0.2153595019482685
S,11,0.20335219803426144,1.3307692307692307,0.27061484815328635,0.28447795238118445
S,12,0.20335219803426144,1.196153846153846,0.24324051380252038,0.24921230466972447
S,13,0.20335219803426144,1.1076923076923075,0.2252516655148742,0.20724515920011036
S,14,0.20335219803426144,1.0269230769230768,0.2088270649044146,0.21092112745411518
S,15,0.20335219803426144,0.9807692307692308,0.19944157884129488,0.18788217093544207
S,16,0.20335219803426144,1.0692307692307692,0.21743042712894106,0.2208359474864785
S,17,0.20335219803426144,1.1115384615384614,0.2260337893534675,0.2458977095890989
S,18,0.20335219803426144,1.1692307692307693,0.23776564693236724,0.2853461514167278
S,19,0.20335219803426144,1.1230769230769229,0.22838016086924742,0.19124569590444196
S,20,0.20335219803426144,1.1423076923076922,0.23229078006221401,0.296281781301902
S,21,0.20335219803426144,1.1230769230769229,0.22838016086924742,0.16981752688357238
S,22,0.20335219803426144,1.1115384615384614,0.2260337893534675,0.22148023650239998
S,23,0.20335219803426144,1.0038461538461538,0.20413432187285474,0.22178383806739205
T,0,0.02280780376552894,0.9980769230769232,0.022763942604441388,0.031193698636492368
T,1,0.02280780376552894,0.9865384615384616,0.02250077563791605,0.0038197900432982365
T,2,0.02280780376552894,0.8846153846153846,0.0201761341002756,0.013932466589557341
T,3,0.02280780376552894,0.7692307692307692,0.01754446443502226,0.0027544363952572756
T,4,0.02280780376552894,0.6230769230769231,0.014211016192368033,0.0
T,5,0.02280780376552894,0.6346153846153846,0.014474183158893365,0.0399622460695241
T,6,0.02280780376552894,0.6884615384615383,0.01570229566934492,0.026412760248296342
T,7,0.02280780376552894,0.8076923076923076,0.018421687656773374,0.0
T,8,0.02280780376552894,0.8653846153846153,0.01973752248940004,0.04672551875239756
T,9,0.02280780376552894,1.0576923076923077,0.02412363859815561,0.03334262422445389
T,10,0.02280780376552894,1.2038461538461538,0.027457086840809837,0.05184295040597864
T,11,0.02280780376552894,1.3307692307692307,0.030351923472588513,0.04924078873029688
T,12,0.02280780376552894,1.196153846153846,0.02728164219645961,0.0024117918687974436
T,13,0.02280780376552894,1.1076923076923075,0.025264028786432052,0.008458597580522965
T,14,0.02280780376552894,1.0269230769230768,0.023421860020754717,0.04584066817445257
T,15,0.02280780376552894,0.9807692307692308,0.022369192154653387,0.04068030011765733
T,16,0.02280780376552894,1.0692307692307692,0.024386805564680942,0.023759757745756498
T,17,0.02280780376552894,1.1115384615384614,0.025351751108607164,0.028871572607870623
T,18,0.02280780376552894,1.1692307692307693,0.026667585941233838,0.06499753281488659
T,19,0.02280780376552894,1.1230769230769229,0.025614918075132498,0.007867776410057599
T,20,0.02280780376552894,1.1423076923076922,0.02605352968600806,0.042466451121109194
T,21,0.02280780376552894,1.1230769230769229,0.025614918075132498,0.019549138502115676
T,22,0.02280780376552894,1.1115384615384614,0.025351751108607164,0.018821315011790556
T,23,0.02280780376552894,1.0038461538461538,0.02289552608770405,0.05585883164731975
K/W,0,0.5316605394822695,0.9980769230769232,0.5306381153678806,0.5554006058375215
K/W,1,0.5316605394822695,0.9865384615384616,0.5245035706815467,0.5489088597615659
K/W,2,0.5316605394822695,0.8846153846153846,0.47031509261893073,0.5094794568335606
K/W,3,0.5316605394822695,0.7692307692307692,0.4089696457555919,0.4095997610045747
K/W,4,0.5316605394822695,0.6230769230769231,0.3312654130620295,0.3517240022008784
K/W,5,0.5316605394822695,0.6346153846153846,0.33739995774836334,0.32809195505055966
K/W,6,0.5316605394822695,0.6884615384615383,0.36602783295125474,0.375752823525908
K/W,7,0.5316605394822695,0.8076923076923076,0.4294181280433715,0.425513836412341
K/W,8,0.5316605394822695,0.8653846153846153,0.4600908514750409,0.4630007304248225
K/W,9,0.5316605394822695,1.0576923076923077,0.5623332629139389,0.5801879736770463
K/W,10,0.5316605394822695,1.2038461538461538,0.6400374956075013,0.6154908751104972
K/W,11,0.5316605394822695,1.3307692307692307,0.7075174871571741,0.7702891054277379
K/W,12,0.5316605394822695,1.196153846153846,0.6359477991499454,0.6057672777049543
K/W,13,0.5316605394822695,1.1076923076923075,0.5889162898880523,0.5524906315044203
K/W,14,0.5316605394822695,1.0269230769230768,0.5459744770837152,0.5807178032887172
K/W,15,0.5316605394822695,0.9807692307692308,0.5214362983383798,0.5451861791572679
K/W,16,0.5316605394822695,1.0692307692307692,0.5684678076002728,0.5871914021118375
K/W,17,0.5316605394822695,1.1115384615384614,0.5909611381168303,0.6098115033947586
K/W,18,0.5316605394822695,1.1692307692307693,0.6216338615484998,0.6212664583630924
K/W,19,0.5316605394822695,1.1230769230769229,0.5970956828031642,0.5701780516585893
K/W,20,0.5316605394822695,1.1423076923076922,0.607319923947054,0.6095940606928658
K/W,21,0.5316605394822695,1.1230769230769229,0.5970956828031642,0.5767808314578008
K/W,22,0.5316605394822695,1.1115384615384614,0.5909611381168303,0.6202147301193628
K/W,23,0.5316605394822695,1.0038461538461538,0.5337053877110475,0.5292936662659833
R/N,0,0.1864624785364562,0.9980769230769232,0.18610389684696305,0.16133898094318772
R/N,1,0.1864624785364562,0.9865384615384616,0.1839524067100039,0.1743108314604141
R/N,2,0.1864624785364562,0.8846153846153846,0.1649475771668651,0.17733552079513382
R/N,3,0.1864624785364562,0.7692307692307692,0.14343267579727398,0.12652093921315474
R/N,4,0.1864624785364562,0.6230769230769231,0.11618046739579194,0.091513855528799
R/N,5,0.1864624785364562,0.6346153846153846,0.11833195753275104,0.1256425738775084
R/N,6,0.1864624785364562,0.6884615384615383,0.12837224483856022,0.1357212419718219
